"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.703832693,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.057879554,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.582497673,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.808613743,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.434562852,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.074877,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.548501,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.491712,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.031214,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.561483,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.08691958,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.023044213,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421873021,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.517990679,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.875239281,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.785105341,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.690122507,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.340869542,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.07075927,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.988110124,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.374026535,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.326868383,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.128337649,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.928273391,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.017921364,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.130500855,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.308902555,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.588596311,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.430867107,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.671567869,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.682093903,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.794953483,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.728129094,
"ARG","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-1.135181762,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.878169269,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-1.669931611,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.413581958,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.568856776,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.914025093,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.053614116,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.268470665,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.952133449,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.314439208,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-4.521334106,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.234207843,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-1.484693094,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.089245194,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.867411121,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.17854977,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-1.686824106,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.221200143,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.851950392,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.911785776,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.251784565,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.566100808,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.617639673,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.865873793,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.631489361,
"ARG","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.178956556,
"ARG","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.042620016,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.123254917,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.048497202,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.281653641,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.90773552,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.798739854,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.77916206,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.167875597,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.874652325,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.262876067,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.119834738,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.36016575,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.228302581,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.29393729,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.593007649,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.286804186,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.395488999,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.611411616,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.906027566,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.888564897,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.617890752,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.162382359,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.221541689,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.487685767,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.457072396,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",5.160503825,
"SVN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.052864959,
"SVN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.239565628,
"SVN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-1.364690483,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.560715904,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.233455365,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.155780572,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.129504129,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.307602168,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.020370911,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.273873841,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.372894662,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.647030592,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.289645185,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.093334507,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.118099133,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.042354187,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.752105365,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.816584015,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.062572784,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.241449391,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.100992513,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.212089521,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.965804341,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.702903683,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.196916152,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.553774333,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.007858171,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.585628907,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.278304222,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.716815365,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.316129359,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.798475956,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-1.504990043,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.349857658,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.482335202,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",-0.232376931,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.084753707,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.803354366,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.315111662,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.39913707,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.654027688,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.048829812,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.016901065,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.408955563,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.301380001,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.661687357,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.189434769,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.531191926,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.207753821,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.709255834,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.095029471,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.206381294,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.053491922,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.264462894,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.444978639,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.857293622,
"BRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.349037114,
"BRA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.980055551,
"BRA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.395910203,
"NLD","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.016409278,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.918878664,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.235477382,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.116299944,
"NLD","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.837485782,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.524686994,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.879537581,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.715426169,
"NLD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.757067169,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.44772815,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.642241054,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.24370589,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.411643876,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.699892649,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.419470479,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.39398386,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.394678472,
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.479086208,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.904426125,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.334387258,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.017254917,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.004709173,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.719766704,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.778243573,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.605217829,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.319851754,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q2",2.403535908,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.214374922,"P"
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.146234347,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.589179869,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.302388807,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.601115379,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.496888796,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.429663114,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.503792981,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.827488715,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.005660086,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.692653861,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.697342921,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.722035914,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.181783198,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.54271061,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.67300894,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.889966473,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.443046894,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.175154201,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.484336154,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.854483117,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.963213279,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.542791999,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.707015905,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.656694491,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.69569402,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.410338185,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.144633973,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.724468644,
"SVK","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.723650533,
"SVK","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.00519798,
"SVK","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.248484601,
"SVK","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.365030753,
"SVK","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.599716656,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.788776989,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.940259459,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.834232391,
"SVK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.187998528,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.909559625,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.184327319,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.001805588,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.520954775,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.847098213,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.297726853,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.238973633,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.500233106,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.770948076,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.40846922,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.20721255,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.438279255,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.436340788,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.923055117,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.33075011,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.320823684,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.320997031,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.360635043,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.356978919,
"MEX","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.224729901,
"MEX","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.581737468,
"MEX","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.435753806,
"MEX","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.91111856,
"MEX","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.178645455,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.475152692,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.322007556,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.408071656,
"MEX","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.450433029,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.131612355,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.062931575,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.282094915,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.056680309,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.043774499,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.41153142,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.243255136,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.504316924,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.992249892,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.755667378,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.151112296,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.213538699,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.450530388,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.727704765,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-1.054308885,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.989264132,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.225600174,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.144173256,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.890356892,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.416906268,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.057265569,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.549434826,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.175503505,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.513277018,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.651981383,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.241505195,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.06443299,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.801726796,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.372646625,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.452534656,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.390736331,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.977159917,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.257570673,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.545479217,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.727858351,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.603803246,
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.872160024,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.39783177,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.731267216,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.527239151,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.364535083,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.727122043,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.32344601,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.57009132,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.567734486,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.543653175,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.173893484,"P"
"ISR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.040179788,
"ISR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.849768933,
"ISR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",2.216630475,
"ISR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.062645093,
"ISR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.248760721,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.185687701,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.327934495,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.486660312,
"ISR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.54384928,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.247326559,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.201931539,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.880779816,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.816545001,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.713848958,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.404443614,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.16385609,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.852409653,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.214879409,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.7974093,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.039196243,
